Year,Month,Day,Max Temp (°C),Min Temp (°C)
2017,11,21,9.1,-5.5
2017,11,22,16,8.3
2017,11,23,14,-1.8
2017,11,24,5.8,-1.9
2017,11,25,12.2,2.3
2017,11,26,10.1,-1.6
2017,11,27,1.1,-6.4
2017,11,28,-1,-7.1
2017,11,29,9.9,-2.1
2017,11,30,2.1,-4.1
2017,12,1,8.5,0.4
2017,12,2,5.2,0.7
2017,12,3,3.2,0.1
2017,12,4,2.8,-0.8
2017,12,5,4.9,-0.8
2017,12,6,11.8,4
2017,12,7,5.4,-0.1
2017,12,8,4.5,-1
2017,12,9,3.6,0.4
2017,12,10,3.5,-2.3
2017,12,11,1.7,-2
2017,12,12,7.1,-3.9
2017,12,13,11.8,-4
2017,12,14,0.5,-7.6
2017,12,15,-3.2,-8.6
2017,12,16,-5.4,-10.6
2017,12,17,-4.5,-14.1
2017,12,18,-5,-15
2017,12,19,4.1,-5.9
2017,12,20,4,-3.8
2017,12,21,-3.7,-9.2
2017,12,22,-4.5,-10.4
2017,12,23,11.8,-8.3
2017,12,24,11.2,-4.6
2017,12,25,8.3,-5.2
2017,12,26,-1.6,-10
2017,12,27,-9.5,-14.6
2017,12,28,-12.8,-16.8
2017,12,29,-8.1,-14
2017,12,30,-8.2,-13.9
2017,12,31,-10.1,-14.6
