,Year,Month,Day,MaxTemp (F),MinTemp (F),DHI (w/m2),DNI (w/m2),Wind Speed (m/s),Relative Humidity (%),Pressure (mbar)
1699,2019,8,28,97.0,77.0,58,287,2.9,77.31,1013
1700,2019,8,29,94.0,77.0,102,96,2.7,81.81,1012
1701,2019,8,30,90.0,76.0,102,191,4.3,84.07,1012
1702,2019,8,31,91.0,78.0,77,299,5.4,79.35,1012
1703,2019,9,1,94.0,75.0,76,238,3.5,80.83,1011
1704,2019,9,2,90.0,79.0,126,68,8.5,86.47,1006
1705,2019,9,3,93.0,79.0,138,113,7.7,83.94,1006
1706,2019,9,4,94.0,77.0,98,230,5.5,78.23,1011
1707,2019,9,5,92.0,79.0,105,212,4.4,81.13,1014
1708,2019,9,6,95.0,77.0,69,307,3.3,75.87,1014
1709,2019,9,7,95.0,79.0,95,258,3.0,75.19,1013
1710,2019,9,8,92.0,77.0,102,198,3.0,75.53,1015
1711,2019,9,9,92.0,80.0,58,317,4.5,78.02,1017
1712,2019,9,10,92.0,77.0,63,318,5.8,76.98,1018
1713,2019,9,11,92.0,76.0,78,273,6.9,76.54,1016
1714,2019,9,12,92.0,76.0,85,153,6.4,79.82,1013
1715,2019,9,13,91.0,78.0,76,209,6.2,84.43,1013
1716,2019,9,14,88.0,77.0,92,76,3.1,84.03,1013
1717,2019,9,15,93.0,76.0,59,320,2.8,82.96,1013
1718,2019,9,16,94.0,77.0,55,327,3.7,80.6,1013
1719,2019,9,17,94.0,77.0,50,350,3.7,74.78,1012
1720,2019,9,18,92.0,75.0,73,285,5.5,77.27,1012
1721,2019,9,19,88.0,75.0,77,245,7.4,70.95,1013
1722,2019,9,20,87.0,76.0,99,112,8.6,77.58,1015
1723,2019,9,21,87.0,74.0,94,72,8.7,81.92,1016
1724,2019,9,22,87.0,78.0,131,91,8.3,81.16,1015
1725,2019,9,23,89.0,71.0,64,286,6.1,75.24,1013
1726,2019,9,24,88.0,69.0,67,256,4.1,70.65,1011
1727,2019,9,25,88.0,67.0,62,325,3.6,69.83,1011
1728,2019,9,26,89.0,69.0,60,326,3.9,70.6,1012
1729,2019,9,27,90.0,72.0,50,336,4.6,77.39,1013
1730,2019,9,28,91.0,77.0,48,342,4.9,79.39,1016
1731,2019,9,29,90.0,78.0,70,276,6.5,75.69,1016
1732,2019,9,30,91.0,77.0,69,238,7.8,77.08,1014
1733,2019,10,1,89.0,77.0,84,169,7.5,77.24,1011
1734,2019,10,2,89.0,76.0,91,160,6.4,81.73,1011
1735,2019,10,3,89.0,73.0,66,267,5.2,81.29,1013
1736,2019,10,4,89.0,72.0,46,336,4.5,78.72,1013
1737,2019,10,5,89.0,74.0,53,298,5.6,79.66,1013
1738,2019,10,6,89.0,77.0,57,290,6.3,78.45,1012
1739,2019,10,7,85.0,75.0,62,32,4.4,87.78,1010
1740,2019,10,8,85.0,75.0,83,35,5.3,89.88,1012
1741,2019,10,9,91.0,75.0,86,137,1.7,84.65,1013
1742,2019,10,10,91.0,74.0,54,146,3.6,85.51,1013
1743,2019,10,11,89.0,74.0,50,186,5.4,84.41,1013
1744,2019,10,12,86.0,74.0,88,141,6.1,83.39,1014
1745,2019,10,13,88.0,77.0,61,263,5.3,79.66,1015
1746,2019,10,14,88.0,74.0,69,244,4.0,76.3,1016
1747,2019,10,15,88.0,72.0,47,310,3.4,75.19,1015
1748,2019,10,16,91.0,73.0,55,283,3.5,78.09,1013
1749,2019,10,17,92.0,74.0,66,234,2.2,80.56,1012
1750,2019,10,18,89.0,75.0,97,102,2.8,81.55,1012
1751,2019,10,19,87.0,77.0,77,17,6.1,85.64,1011
1752,2019,10,20,92.0,77.0,91,157,3.8,83.26,1013
1753,2019,10,21,91.0,74.0,45,310,2.7,80.38,1014
1754,2019,10,22,90.0,74.0,58,255,2.1,78.17,1015
1755,2019,10,23,90.0,72.0,42,320,3.1,80.43,1015
1756,2019,10,24,89.0,77.0,56,263,6.5,79.08,1016
1757,2019,10,25,88.0,79.0,71,193,7.0,78.91,1015
1758,2019,10,26,88.0,75.0,86,150,5.0,83.61,1014
1759,2019,10,27,90.0,74.0,53,273,3.3,86.07,1014
1760,2019,10,28,89.0,75.0,41,310,3.9,82.58,1016
1761,2019,10,29,89.0,77.0,44,300,4.9,79.7,1016
1762,2019,10,30,89.0,76.0,48,280,4.6,78.5,1016
1763,2019,10,31,89.0,73.0,39,317,3.1,77.27,1016
1764,2019,11,1,91.0,73.0,70,196,2.7,79.38,1016
1765,2019,11,2,89.0,72.0,44,293,3.4,76.93,1015
1766,2019,11,3,87.0,72.0,76,69,3.6,81.94,1015
1767,2019,11,4,87.0,74.0,80,116,4.3,77.91,1016
1768,2019,11,5,88.0,74.0,56,232,3.6,74.92,1018
1769,2019,11,6,90.0,71.0,77,145,5.0,79.3,1018
1770,2019,11,7,88.0,74.0,39,304,4.9,79.97,1017
1771,2019,11,8,90.0,70.0,44,219,1.7,76.72,1013
1772,2019,11,9,81.0,68.0,57,16,6.4,83.85,1014
1773,2019,11,10,85.0,64.0,49,287,6.1,67.42,1017
1774,2019,11,11,84.0,67.0,41,309,4.8,65.77,1016
1775,2019,11,12,88.0,67.0,46,272,2.3,67.27,1013
1776,2019,11,13,86.0,66.0,50,186,5.3,84.8,1015
1777,2019,11,14,83.0,71.0,58,33,4.8,85.27,1016
1778,2019,11,15,84.0,70.0,76,46,3.2,85.83,1013
1779,2019,11,16,78.0,60.0,44,256,6.2,80.45,1011
1780,2019,11,17,67.0,56.0,56,127,4.5,84.73,1011
1781,2019,11,18,76.0,57.0,57,192,3.4,77.47,1011
1782,2019,11,19,83.0,58.0,49,264,3.4,72.88,1013
1783,2019,11,20,78.0,55.0,32,344,4.9,64.33,1018
1784,2019,11,21,81.0,57.0,58,228,4.6,71.34,1019
1785,2019,11,22,82.0,59.0,50,199,2.7,71.44,1017
1786,2019,11,23,84.0,60.0,62,206,3.0,73.67,1015
1787,2019,11,24,84.0,63.0,62,93,4.1,82.8,1012
1788,2019,11,25,77.0,55.0,36,309,3.0,75.14,1013
1789,2019,11,26,81.0,57.0,33,310,1.7,70.15,1016
1790,2019,11,27,83.0,59.0,37,297,2.1,74.6,1019
1791,2019,11,28,84.0,61.0,38,300,2.9,78.13,1020
1792,2019,11,29,84.0,61.0,40,287,5.0,77.82,1018
1793,2019,11,30,81.0,60.0,40,286,2.8,72.72,1016
1794,2019,12,1,84.0,62.0,47,250,3.7,76.68,1015
1795,2019,12,2,84.0,59.0,57,204,7.1,78.41,1013
1796,2019,12,3,69.0,46.0,32,340,4.5,66.55,1015
1797,2019,12,4,77.0,50.0,38,290,3.2,72.86,1014
1798,2019,12,5,74.0,51.0,63,204,3.8,66.27,1018
1799,2019,12,6,79.0,51.0,34,302,2.0,69.84,1020
1800,2019,12,7,81.0,54.0,37,296,1.9,73.66,1020
1801,2019,12,8,82.0,60.0,57,160,3.5,77.95,1019
1802,2019,12,9,83.0,61.0,38,280,3.4,81.62,1019
1803,2019,12,10,86.0,72.0,58,192,3.9,86.88,1018
1804,2019,12,11,86.0,70.0,43,234,2.9,88.73,1020
1805,2019,12,12,83.0,69.0,61,101,4.4,87.07,1020
1806,2019,12,13,83.0,66.0,81,54,3.6,79.23,1014
1807,2019,12,14,87.0,63.0,51,232,5.8,82.75,1012
1808,2019,12,15,82.0,55.0,31,323,4.4,74.98,1019
1809,2019,12,16,84.0,68.0,59,167,5.3,84.18,1019
1810,2019,12,17,85.0,71.0,41,259,4.9,87.26,1015
1811,2019,12,18,79.0,60.0,69,23,4.9,93.07,1013
1812,2019,12,19,69.0,60.0,42,1,8.1,87.2,1019
1813,2019,12,20,78.0,68.0,66,51,8.6,81.19,1020
1814,2019,12,21,79.0,70.0,72,82,7.3,82.79,1020
1815,2019,12,22,76.0,73.0,28,1,7.2,82.13,1016
1816,2019,12,23,76.0,62.0,58,43,5.4,88.47,1011
1817,2019,12,24,76.0,55.0,48,238,6.6,79.13,1010
1818,2019,12,25,81.0,56.0,50,191,4.1,88.89,1012
1819,2019,12,26,80.0,63.0,66,91,5.1,88.06,1015
1820,2019,12,27,82.0,72.0,44,247,5.2,88.14,1017
1821,2019,12,28,81.0,72.0,53,138,5.7,89.57,1017
1822,2019,12,29,80.0,73.0,62,119,5.5,88.79,1016
1823,2019,12,30,79.0,67.0,66,25,3.3,90.15,1014
1824,2019,12,31,,59.0,44,170,3.5,83.05,1017
