Year,Month,Day,Max Temp (F),Min Temp (F),Average Wind Speed (mph),Relative Humidity (%),Real Feel (F),Users Thermostat (F)
2019,4,19,76,55,3.6,78,76,76
2019,4,20,65,52,7.5,82,65,65
2019,4,21,71,47,4.5,81,72,72
2019,4,22,82,49,3.5,74,87,81
2019,4,23,88,50,2.5,69,100,75
2019,4,24,89,59,3.2,80,110,74
2019,4,25,78,54,4.1,77,78,78
2019,4,26,80,51,3.5,75,84,84
2019,4,27,75,52,4.7,81,76,76
2019,4,28,72,51,3.8,78,72,72
2019,4,29,70,51,4.8,80,70,70
2019,4,30,70,53,5.4,74,70,70
2019,5,1,75,48,3.3,75,76,76
2019,5,2,76,49,3.7,73,76,76
2019,5,3,76,51,3.5,72,76,76
2019,5,4,70,50,4.3,77,70,70
2019,5,5,67,53,5.8,74,67,67
2019,5,6,69,53,4.8,77,69,69
2019,5,7,70,56,3.9,78,70,70
2019,5,8,74,56,3.8,79,74,74
2019,5,9,69,57,4.5,82,69,69
2019,5,10,75,56,3.3,76,76,76
2019,5,11,72,55,4.1,78,72,72
2019,5,12,72,54,5,77,72,72
2019,5,13,72,52,5.1,79,72,72
2019,5,14,68,56,4.5,77,68,68
2019,5,15,69,53,6.6,80,69,69
2019,5,16,62,51,7.1,78,62,60
2019,5,17,66,50,4.9,74,66,66
2019,5,18,60,45,5.3,81,60,63
2019,5,19,62,48,4.6,80,62,63
2019,5,20,66,48,4.7,76,66,66
2019,5,21,62,50,8.8,80,62,63
2019,5,22,72,53,5.9,75,72,72
2019,5,23,74,54,4.3,80,74,74
2019,5,24,72,55,4.5,81,72,72
2019,5,25,71,55,6.7,76,71,71
2019,5,26,63,53,6.9,79,63,65
2019,5,27,66,51,4.7,81,66,66
2019,5,28,73,54,4.6,77,74,74
2019,5,29,76,53,5.4,78,76,76
2019,5,30,70,55,5.2,77,70,70
2019,5,31,78,55,3.4,76,78,78
2019,6,1,81,56,3.8,73,85,83
2019,6,2,77,56,4.6,77,78,78
2019,6,3,78,57,3.9,73,78,78
2019,6,4,86,57,3.5,69,95,75
2019,6,5,84,58,5,69,90,75
2019,6,6,75,55,7.9,73,76,76
2019,6,7,75,51,6.2,64,75,75
2019,6,8,85,54,5.6,53,87,79
2019,6,9,93,59,2.4,49,100,76
2019,6,10,100,67,2.3,44,113,78
2019,6,11,99,67,2.7,45,111,77
2019,6,12,95,51,4,50,105,75
2019,6,13,81,59,5.7,65,84,81
2019,6,14,77,56,6.5,75,78,78
2019,6,15,70,57,6.6,75,70,70
2019,6,16,73,57,5.3,70,73,73
2019,6,17,81,54,4.6,66,84,82
2019,6,18,80,58,4.7,72,83,79
2019,6,19,79,58,5,68,80,80
2019,6,20,78,59,5.8,71,78,78
2019,6,21,79,56,4.8,68,80,80
2019,6,22,88,56,4.3,62,96,76
2019,6,23,89,60,3.8,57,96,75
2019,6,24,84,58,5.4,65,89,83
2019,6,25,81,56,6.6,70,85,82
2019,6,26,73,57,6.8,72,73,73
2019,6,27,74,55,5.5,72,74,74
2019,6,28,77,56,4.2,77,78,78
2019,6,29,76,53,5,73,76,76
2019,6,30,76,55,5.8,74,76,76
2019,7,1,77,56,6.4,75,78,78
2019,7,2,76,56,6.7,78,76,76
2019,7,3,78,56,6.6,73,78,78
2019,7,4,78,55,5.3,70,78,78
2019,7,5,82,55,5.9,70,86,79
2019,7,6,82,54,6.6,73,87,84
2019,7,7,78,56,7.3,74,78,78
2019,7,8,72,56,7.1,77,72,72
2019,7,9,75,56,5.2,71,76,76
2019,7,10,77,63,4.7,72,78,78
2019,7,11,80,60,5.4,73,83,84
2019,7,12,80,59,5.4,72,83,82
2019,7,13,78,56,5.8,71,78,78
2019,7,14,78,58,6.3,76,78,78
2019,7,15,85,61,6.3,73,94,77
2019,7,16,84,59,6.9,71,91,77
2019,7,17,85,58,4.5,65,91,78
2019,7,18,84,57,6.3,70,90,74
2019,7,19,84,59,5.8,70,90,78
2019,7,20,79,60,5.4,69,80,80
2019,7,21,82,59,4.8,65,85,79
2019,7,22,86,61,4.8,59,91,74
2019,7,23,81,61,5.7,61,83,81
2019,7,24,92,61,4.5,48,97,76
2019,7,25,86,63,5.6,46,87,81
2019,7,26,81,58,5,61,83,79
2019,7,27,89,58,3.1,54,94,78
2019,7,28,88,62,5.5,57,94,75
2019,7,29,80,57,7.8,75,84,80
2019,7,30,78,57,6.9,73,78,78
2019,7,31,84,57,5.5,67,90,77
2019,8,1,76,56,6.3,76,76,76
2019,8,2,80,56,5.3,71,83,81
2019,8,3,85,60,4.4,64,91,77
2019,8,4,84,63,5.7,69,90,75
2019,8,5,87,62,4.9,65,95,75
2019,8,6,86,60,5.7,67,94,76
2019,8,7,78,59,7,70,78,78
2019,8,8,77,59,6.9,74,78,78
2019,8,9,81,60,5.4,71,85,80
2019,8,10,81,64,4.7,71,85,84
2019,8,11,85,61,4.7,64,91,74
2019,8,12,91,60,4.4,62,103,77
2019,8,13,91,61,3.3,57,100,74
2019,8,14,98,65,3.1,47,110,78
2019,8,15,99,67,3.6,46,112,74
2019,8,16,95,64,5.1,55,109,76
2019,8,17,84,60,6.4,71,91,78
2019,8,18,79,60,5.6,70,80,80
2019,8,19,78,59,5,72,78,78
2019,8,20,76,61,5.7,70,76,76
2019,8,21,85,58,5.5,69,92,74
2019,8,22,88,64,4.5,63,97,74
2019,8,23,84,63,5,67,90,77
2019,8,24,79,61,4.1,62,80,80
2019,8,25,84,61,3.6,52,86,84
2019,8,26,91,60,3.8,45,94,77
2019,8,27,87,61,4.8,47,88,79
2019,8,28,78,61,5.5,67,78,78
2019,8,29,80,66,5.6,71,83,80
2019,8,30,80,60,4.3,70,83,83
2019,8,31,90,59,4.2,65,103,76
2019,9,1,89,62,4.6,63,99,76
2019,9,2,81,62,5.3,68,84,82
2019,9,3,80,60,5.4,68,83,80
2019,9,4,85,61,4.9,66,91,77
2019,9,5,76,60,5.5,70,76,76
2019,9,6,76,60,4.8,73,76,76
2019,9,7,72,59,7.3,80,72,72
2019,9,8,77,55,5.5,74,78,78
2019,9,9,78,56,6.4,74,78,78
2019,9,10,77,56,5.5,73,78,78
2019,9,11,85,56,3.1,63,90,75
2019,9,12,92,58,2.1,47,97,76
2019,9,13,96,61,2.6,29,95,75
2019,9,14,87,60,4.4,49,89,80
2019,9,15,78,58,6,76,78,78
2019,9,16,74,60,4.8,77,74,74
2019,9,17,78,55,3.8,68,78,78
2019,9,18,76,58,5,79,76,76
2019,9,19,78,56,3.8,68,78,78
2019,9,20,84,55,3.7,62,88,81
2019,9,21,87,58,2.9,57,92,75
2019,9,22,83,58,4,60,86,84
2019,9,23,84,59,3.8,62,88,81
2019,9,24,95,59,3.3,41,100,76
2019,9,25,99,64,2,45,111,77
2019,9,26,83,67,5.8,68,88,80
2019,9,27,76,56,6.3,77,76,76
2019,9,28,70,51,8.6,67,70,70
2019,9,29,69,47,4.9,71,69,69
2019,9,30,68,51,4.5,69,68,68
2019,10,1,71,45,3.8,66,71,71
2019,10,2,77,47,2.8,63,77,77
2019,10,3,74,48,5.4,77,74,74
2019,10,4,75,46,4.4,64,75,75
2019,10,5,80,48,3.4,49,81,83
2019,10,6,86,51,1.8,32,84,82
2019,10,7,88,56,2.3,36,87,80
2019,10,8,88,54,3.9,61,96,78
2019,10,9,74,53,5.5,54,74,74
2019,10,10,79,53,3.4,27,78,78
2019,10,11,81,49,2.4,28,80,80
2019,10,12,79,48,1.9,31,78,78
2019,10,13,75,49,2.8,56,75,75
2019,10,14,74,46,2.7,69,74,74
2019,10,15,72,48,2.2,68,72,72
2019,10,16,70,49,3.4,79,70,70
2019,10,17,70,54,6.3,76,70,70
2019,10,18,71,47,4.7,82,72,72
2019,10,19,73,46,4.1,84,74,74
2019,10,20,74,52,4.5,66,74,74
2019,10,21,83,51,4.6,54,85,81
2019,10,22,86,53,3.7,38,85,82
2019,10,23,85,56,3.8,44,85,82
2019,10,24,90,55,3.6,29,88,83
2019,10,25,89,56,3.1,29,87,80
2019,10,26,82,53,3.1,60,84,82
2019,10,27,71,53,8.7,34,70,70
2019,10,28,72,45,2.9,31,71,71
2019,10,29,74,43,3.7,47,74,74
2019,10,30,71,42,3.1,26,70,70
2019,10,31,73,42,2.8,25,72,72
2019,11,1,74,41,2.3,27,73,73
2019,11,2,76,41,2.6,27,76,76
2019,11,3,78,43,2.1,33,78,78
2019,11,4,75,47,2,45,74,74
2019,11,5,73,46,2,52,72,72
2019,11,6,67,49,2,63,66,66
2019,11,7,67,50,1.8,68,67,67
2019,11,8,69,51,2,73,69,69
2019,11,9,67,50,2.5,75,67,67
2019,11,10,70,50,2.5,67,70,70
2019,11,11,78,47,2.1,50,78,78
2019,11,12,75,48,1.7,56,75,75
2019,11,13,68,51,2.1,75,68,68
2019,11,14,67,52,3.2,82,67,67
2019,11,15,68,56,3.1,81,68,68
2019,11,16,71,53,2.9,72,71,71
2019,11,17,74,48,3.1,65,74,74
2019,11,18,75,48,2.7,63,75,75
2019,11,19,67,52,5.7,81,67,67
2019,11,20,69,48,4.8,63,69,69
2019,11,21,66,45,2.4,77,66,66
2019,11,22,66,43,2.3,76,66,66
2019,11,23,69,43,2.3,66,69,69
2019,11,24,69,42,2.3,59,68,68
2019,11,25,65,41,7,68,64,61
2019,11,26,55,39,6.4,75,54,64
2019,11,27,50,41,4.2,81,49,63
2019,11,28,50,36,3.1,83,50,61
2019,11,29,54,36,3.5,81,54,61
2019,11,30,52,41,9.5,85,52,63
2019,12,1,56,52,9.2,84,56,64
2019,12,2,59,51,4.9,88,59,64
2019,12,3,61,48,2.7,84,61,64
2019,12,4,59,53,3.8,88,59,63
2019,12,5,64,46,3,92,64,65
2019,12,6,68,52,7.5,82,68,68
2019,12,7,65,57,7.9,88,65,65
2019,12,8,62,54,2.6,90,62,61
2019,12,9,58,52,2.3,86,58,60
2019,12,10,62,48,1.8,81,62,61
2019,12,11,64,54,3.4,89,64,62
2019,12,12,70,59,2.5,93,70,70
2019,12,13,63,56,2.3,85,63,64
2019,12,14,58,48,6.3,82,58,60
2019,12,15,57,42,4.1,81,56,64
2019,12,16,59,39,3.2,75,58,65
2019,12,17,61,40,4.2,69,60,63
2019,12,18,58,50,5.4,87,58,61
2019,12,19,63,48,1.8,83,63,63
2019,12,20,65,45,2.8,83,65,65
2019,12,21,60,44,4.9,84,60,61
2019,12,22,57,44,6.8,85,56,64
2019,12,23,54,38,2.7,83,54,62
2019,12,24,52,40,3.2,85,52,63
2019,12,25,54,46,6,85,54,61
2019,12,26,57,41,4.4,80,56,63
2019,12,27,57,34,3.7,83,56,61
2019,12,28,61,34,2.4,79,61,61
2019,12,29,56,42,3,86,56,61
2019,12,30,59,44,4.2,86,59,62
2019,12,31,64,38,3.4,76,64,62
