Year,Month,Day,Max Temp (F),Min Temp (F)
2011,9,22,86,59
2011,9,23,89,61
2011,9,24,75,60
2011,9,25,72,59
2011,9,26,78,53
2011,9,27,83,55
2011,9,28,96,60
2011,9,29,79,62
2011,9,30,76,60
2011,10,1,77,60
2011,10,2,76,56
2011,10,3,70,51
2011,10,4,69,56
2011,10,5,66,52
2011,10,6,62,49
2011,10,7,72,47
2011,10,8,76,51
2011,10,9,76,56
2011,10,10,72,56
2011,10,11,75,61
2011,10,12,82,57
2011,10,13,83,56
2011,10,14,86,57
2011,10,15,78,58
2011,10,16,77,59
2011,10,17,87,57
2011,10,18,78,59
2011,10,19,69,56
2011,10,20,70,55
2011,10,21,74,53
2011,10,22,84,52
2011,10,23,85,53
2011,10,24,75,56
2011,10,25,71,53
2011,10,26,73,50
2011,10,27,75,46
2011,10,28,75,47
2011,10,29,78,47
2011,10,30,77,49
2011,10,31,78,51
2011,11,1,75,51
2011,11,2,78,48
2011,11,3,68,46
2011,11,4,58,43
2011,11,5,60,40
2011,11,6,60,46
2011,11,7,61,44
2011,11,8,64,39
2011,11,9,70,39
2011,11,10,72,41
2011,11,11,62,49
2011,11,12,60,48
2011,11,13,65,46
2011,11,14,62,47
2011,11,15,66,44
2011,11,16,67,42
2011,11,17,59,47
2011,11,18,59,47
2011,11,19,60,39
2011,11,20,56,45
2011,11,21,61,41
2011,11,22,63,42
2011,11,23,63,45
2011,11,24,59,41
2011,11,25,63,40
2011,11,26,65,42
2011,11,27,61,45
2011,11,28,55,45
2011,11,29,54,42
2011,11,30,67,43
2011,12,1,67,53
2011,12,2,71,47
2011,12,3,64,45
2011,12,4,65,34
2011,12,5,60,39
2011,12,6,61,35
2011,12,7,58,36
2011,12,8,60,35
2011,12,9,63,35
2011,12,10,60,37
2011,12,11,56,45
2011,12,12,52,41
2011,12,13,58,36
2011,12,14,58,39
2011,12,15,54,39
2011,12,16,63,36
2011,12,17,62,35
2011,12,18,57,36
2011,12,19,62,42
2011,12,20,60,34
2011,12,21,63,36
2011,12,22,63,37
2011,12,23,58,31
2011,12,24,60,30
2011,12,25,57,29
2011,12,26,53,32
2011,12,27,57,40
2011,12,28,63,39
2011,12,29,63,44
2011,12,30,63,48
2011,12,31,61,42
2012,1,1,68,37
2012,1,2,57,41
2012,1,3,58,42
2012,1,4,65,38
2012,1,5,66,40
2012,1,6,60,37
2012,1,7,68,37
2012,1,8,68,41
2012,1,9,66,38
2012,1,10,62,36
