Year,Month,Day,Max Temp (F),Min Temp (F),Wind Speed (m/s),Relative Humidity (%)
2015,1,1,44,27,1.8,40
2015,1,2,48,26,1.8,40
2015,1,3,51,29,0.8,45
2015,1,4,51,31,1.1,52
2015,1,5,59,34,1.9,51
2015,1,6,68,38,2.4,53
2015,1,7,72,43,2.6,53
2015,1,8,69,43,1.2,50
2015,1,9,65,42,1.1,52
2015,1,10,65,47,1.1,66
2015,1,11,55,48,0.9,92
2015,1,12,60,46,1.3,88
2015,1,13,60,46,3.2,62
2015,1,14,59,41,2.5,53
2015,1,15,59,36,2.1,47
2015,1,16,59,37,1.1,40
2015,1,17,64,38,1.5,43
2015,1,18,62,42,1,48
2015,1,19,65,43,1.1,47
2015,1,20,59,41,2.2,63
2015,1,21,62,46,3.8,43
2015,1,22,56,37,2.8,30
2015,1,23,61,36,2.1,32
2015,1,24,68,48,3.9,43
2015,1,25,72,46,3.5,49
2015,1,26,71,46,2,59
2015,1,27,61,50,1,81
2015,1,28,62,48,1.5,77
2015,1,29,65,53,2.3,56
2015,1,30,58,49,1.8,84
2015,1,31,64,48,2.5,69
2015,2,1,64,43,1.7,40
2015,2,2,66,44,1,38
2015,2,3,68,44,1.1,43
2015,2,4,70,46,0.9,41
2015,2,5,70,46,1.2,43
2015,2,6,73,46,1.8,42
2015,2,7,76,59,2.8,55
2015,2,8,75,52,1.4,70
2015,2,9,79,52,3,57
2015,2,10,73,55,2.6,38
2015,2,11,72,53,3.2,39
2015,2,12,73,45,2,37
2015,2,13,77,50,1.8,32
2015,2,14,77,48,1.3,34
2015,2,15,77,51,1.6,36
2015,2,16,74,48,1.6,35
2015,2,17,66,47,1.9,28
2015,2,18,72,43,1.3,25
2015,2,19,73,48,1.3,31
2015,2,20,73,49,1.5,35
2015,2,21,70,48,1.5,34
2015,2,22,60,42,2.7,67
2015,2,23,48,38,2.7,70
2015,2,24,65,44,3,34
2015,2,25,70,41,1.7,33
2015,2,26,72,44,1.8,38
2015,2,27,64,46,2.4,48
2015,2,28,63,49,4.4,62
2015,3,1,56,46,1.7,78
2015,3,2,58,43,2.9,78
2015,3,3,56,40,1.1,65
2015,3,4,60,41,2.8,39
2015,3,5,64,39,2,33
2015,3,6,73,42,2.9,31
2015,3,7,75,45,2.7,29
2015,3,8,76,49,1.4,31
2015,3,9,77,54,2.1,28
2015,3,10,76,50,1.7,27
2015,3,11,70,55,2,34
2015,3,12,78,51,3,47
2015,3,13,80,59,3.2,38
2015,3,14,81,54,1.3,35
2015,3,15,82,55,1.4,33
2015,3,16,83,56,1.4,32
2015,3,17,81,56,1.8,35
2015,3,18,78,60,0.8,44
2015,3,19,79,58,2.8,35
2015,3,20,80,51,1.3,26
2015,3,21,85,53,3.1,25
2015,3,22,80,59,4.2,36
2015,3,23,78,56,2.9,44
2015,3,24,80,58,1.9,30
2015,3,25,79,62,3.7,31
2015,3,26,80,55,2.6,25
2015,3,27,87,56,1.5,25
2015,3,28,91,57,2,22
2015,3,29,88,61,1.8,21
2015,3,30,89,60,1.6,21
2015,3,31,90,59,4.1,21
2015,4,1,81,64,3.7,21
2015,4,2,73,60,3.9,20
2015,4,3,70,53,2.7,14
2015,4,4,79,47,1.9,14
2015,4,5,78,60,4.6,22
2015,4,6,72,55,4.2,32
2015,4,7,71,53,5.4,38
2015,4,8,68,49,2.8,34
2015,4,9,71,48,1.7,25
2015,4,10,76,51,1.7,19
2015,4,11,81,52,1.5,19
2015,4,12,86,60,2,17
2015,4,13,89,57,2.2,17
2015,4,14,85,54,6.2,20
2015,4,15,67,49,4.8,17
2015,4,16,73,50,2.3,22
2015,4,17,81,52,1.7,22
2015,4,18,86,56,1.4,16
2015,4,19,87,61,1.3,15
2015,4,20,89,61,2,15
2015,4,21,84,60,2.8,20
2015,4,22,79,57,2.4,34
2015,4,23,77,56,2.6,34
2015,4,24,79,53,5.6,53
2015,4,25,72,52,4.6,56
2015,4,26,74,55,4.6,30
2015,4,27,81,59,3.1,23
2015,4,28,86,62,1.6,25
2015,4,29,92,62,2.4,24
2015,4,30,94,66,1.5,23
2015,5,1,95,67,2.1,24
2015,5,2,93,67,2.9,20
2015,5,3,90,65,3.2,24
2015,5,4,81,66,1.8,42
2015,5,5,86,61,2.9,44
2015,5,6,85,63,4.2,32
2015,5,7,79,58,5.6,38
2015,5,8,64,51,2.8,50
2015,5,9,73,50,1.5,44
2015,5,10,82,56,1.7,35
2015,5,11,88,60,2.8,24
2015,5,12,87,66,4.4,22
2015,5,13,85,65,4.1,23
2015,5,14,74,57,4.6,37
2015,5,15,70,53,3.8,48
2015,5,16,77,51,2.4,41
2015,5,17,80,58,2.8,40
2015,5,18,72,60,1.9,43
2015,5,19,82,54,1.9,42
2015,5,20,83,61,2.8,34
2015,5,21,82,62,1.9,35
2015,5,22,75,57,2.5,48
2015,5,23,80,58,2.7,48
2015,5,24,81,62,1.1,46
2015,5,25,86,60,1.3,48
2015,5,26,91,69,2.9,32
2015,5,27,92,69,2.3,26
2015,5,28,96,70,1.5,24
2015,5,29,98,74,1.8,20
2015,5,30,101,72,2.5,16
2015,5,31,104,72,3.1,18
2015,6,1,97,77,4.6,17
2015,6,2,95,69,3.1,24
2015,6,3,93,69,3.4,24
2015,6,4,91,72,3.4,22
2015,6,5,90,67,3.2,21
2015,6,6,90,69,1.2,22
2015,6,7,93,70,2.1,27
2015,6,8,99,74,1.6,20
2015,6,9,92,76,1.6,27
2015,6,10,96,72,2.3,40
2015,6,11,96,74,1.5,36
2015,6,12,100,78,1.9,30
2015,6,13,103,81,1.6,25
2015,6,14,105,80,2.1,24
2015,6,15,108,79,3.5,16
2015,6,16,107,81,3.8,8
2015,6,17,108,73,3.2,8
2015,6,18,106,76,3.3,8
2015,6,19,109,76,1.7,9
2015,6,20,112,80,2.6,8
2015,6,21,110,82,5.2,11
2015,6,22,107,79,3.6,9
2015,6,23,107,76,2.4,8
2015,6,24,109,75,2.3,11
2015,6,25,110,78,2.1,11
2015,6,26,111,88,2,14
2015,6,27,111,87,2.6,15
2015,6,28,108,87,4.2,22
2015,6,29,109,89,2,23
2015,6,30,110,92,2.5,23
2015,7,1,106,87,3.7,32
2015,7,2,103,81,1.7,37
2015,7,3,108,86,2,30
2015,7,4,101,89,2.2,34
2015,7,5,103,85,2.4,31
2015,7,6,99,75,1.6,36
2015,7,7,99,75,1.7,44
2015,7,8,102,82,3.5,29
2015,7,9,94,77,3.7,35
2015,7,10,93,71,3.3,33
2015,7,11,96,72,3.3,28
2015,7,12,99,74,2.4,27
2015,7,13,103,75,2.5,20
2015,7,14,104,75,3.4,19
2015,7,15,102,73,3.3,16
2015,7,16,104,75,2.9,16
2015,7,17,105,76,4,17
2015,7,18,95,76,4,44
2015,7,19,93,73,2,54
2015,7,20,85,72,1.4,66
2015,7,21,98,74,1.5,47
2015,7,22,101,78,4,32
2015,7,23,100,76,3.7,33
2015,7,24,100,77,3.2,29
2015,7,25,103,73,2.5,20
2015,7,26,103,73,3.5,18
2015,7,27,101,79,3,18
2015,7,28,102,78,1.8,16
2015,7,29,102,76,2.6,25
2015,7,30,104,84,1.4,32
2015,7,31,105,87,1.5,38
2015,8,1,92,76,1.9,52
2015,8,2,102,71,1.9,39
2015,8,3,106,77,2.4,21
2015,8,4,106,76,3,18
2015,8,5,106,84,3.8,17
2015,8,6,106,76,3.9,23
2015,8,7,97,73,2.5,44
2015,8,8,99,76,2,21
2015,8,9,101,71,2.2,23
2015,8,10,104,78,2.7,23
2015,8,11,104,81,3.4,29
2015,8,12,98,82,1.5,52
2015,8,13,103,82,1.3,44
2015,8,14,104,78,1.6,41
2015,8,15,109,80,1.3,35
2015,8,16,111,81,2.4,22
2015,8,17,110,81,3.3,16
2015,8,18,108,82,2.5,14
2015,8,19,106,81,2,15
2015,8,20,107,80,3.8,19
2015,8,21,104,81,3.8,26
2015,8,22,104,80,2.9,21
2015,8,23,106,78,2.2,19
2015,8,24,106,78,1.9,18
2015,8,25,96,82,2.8,34
2015,8,26,95,83,2,51
2015,8,27,100,80,1.4,37
2015,8,28,104,79,1.4,29
2015,8,29,107,81,2.9,24
2015,8,30,101,84,3.6,23
2015,8,31,103,76,2.9,24
2015,9,1,99,74,3.4,32
2015,9,2,100,80,3.8,29
2015,9,3,99,80,3.5,18
2015,9,4,96,74,4.5,27
2015,9,5,95,71,3.4,24
2015,9,6,96,68,2,28
2015,9,7,100,77,1.7,33
2015,9,8,101,77,1.4,27
2015,9,9,102,79,1.6,32
2015,9,10,103,79,2.1,37
2015,9,11,103,78,1.5,32
2015,9,12,102,75,1.9,29
2015,9,13,100,78,2.6,36
2015,9,14,97,77,4.7,40
2015,9,15,84,72,4.3,61
2015,9,16,87,71,4.4,49
2015,9,17,88,66,2.3,26
2015,9,18,90,67,2.2,22
2015,9,19,94,67,1.8,18
2015,9,20,98,67,1.5,15
2015,9,21,98,70,2.5,22
2015,9,22,94,77,2.5,52
2015,9,23,95,74,1.4,39
2015,9,24,101,76,1.8,25
2015,9,25,101,73,2.1,22
2015,9,26,99,75,2.1,29
2015,9,27,100,74,2.4,28
2015,9,28,100,75,2.3,22
2015,9,29,99,71,1.6,21
2015,9,30,99,71,1.8,21
2015,10,1,98,70,4.1,26
2015,10,2,86,69,2.1,36
2015,10,3,85,68,1.7,36
2015,10,4,85,66,3.5,44
2015,10,5,67,58,1.5,72
2015,10,6,76,58,1.3,64
2015,10,7,84,62,2,49
2015,10,8,92,70,2.3,38
2015,10,9,92,73,1.9,36
2015,10,10,92,69,1.7,43
2015,10,11,92,67,1,48
2015,10,12,94,69,1.4,39
2015,10,13,93,68,0.9,39
2015,10,14,92,69,1.1,40
2015,10,15,88,70,1.8,52
2015,10,16,78,66,1.1,67
2015,10,17,79,64,1.4,78
2015,10,18,77,59,2.1,83
2015,10,19,74,57,1.8,61
2015,10,20,77,59,2.4,56
2015,10,21,77,58,2.5,51
2015,10,22,78,58,1,50
2015,10,23,79,63,1.8,43
2015,10,24,80,55,2.1,40
2015,10,25,75,59,0.9,46
2015,10,26,81,55,1.1,42
2015,10,27,78,56,0.6,34
2015,10,28,78,60,1.9,44
2015,10,29,75,53,3.2,51
2015,10,30,74,59,4.5,38
2015,10,31,79,58,1.6,40
2015,11,1,79,53,1.6,38
2015,11,2,85,53,5.1,40
2015,11,3,65,53,2.5,59
2015,11,4,55,44,1.4,67
2015,11,5,59,43,1,46
2015,11,6,65,44,2.7,42
2015,11,7,64,44,3.1,41
2015,11,8,66,42,1.6,41
2015,11,9,70,45,3.3,49
2015,11,10,60,47,3.6,60
2015,11,11,61,43,1.9,36
2015,11,12,65,39,2.5,33
2015,11,13,69,44,3.1,33
2015,11,14,68,42,1.5,31
2015,11,15,67,40,3.9,45
2015,11,16,58,46,6.4,42
2015,11,17,58,42,2.8,37
2015,11,18,63,40,1.6,51
2015,11,19,69,43,1.6,43
2015,11,20,75,46,3,43
2015,11,21,67,46,3.6,25
2015,11,22,66,41,2.7,24
2015,11,23,65,40,1.6,29
2015,11,24,74,40,3.5,35
2015,11,25,59,42,4,55
2015,11,26,55,40,1.5,52
2015,11,27,51,40,2,40
2015,11,28,51,35,1.6,45
2015,11,29,50,31,1.5,39
2015,11,30,51,31,1.1,35
2015,12,1,55,32,1.9,31
2015,12,2,59,34,1.7,28
2015,12,3,59,36,1.3,30
2015,12,4,60,37,1.6,45
2015,12,5,60,38,2.1,46
2015,12,6,60,37,1.5,36
2015,12,7,61,40,1.4,31
2015,12,8,65,40,1.2,39
2015,12,9,60,44,1,45
2015,12,10,69,40,3.9,51
2015,12,11,62,42,4.4,73
2015,12,12,56,44,3.2,47
2015,12,13,60,37,3.4,51
2015,12,14,52,40,4,47
2015,12,15,50,38,2.6,42
2015,12,16,50,33,1.6,40
2015,12,17,50,30,0.9,40
2015,12,18,54,32,1.4,44
2015,12,19,57,32,1.6,50
2015,12,20,53,38,1.5,79
2015,12,21,50,36,1.9,76
2015,12,22,61,44,4,86
2015,12,23,61,38,1.7,70
2015,12,24,57,41,3.7,48
2015,12,25,48,37,3.9,51
2015,12,26,47,37,6.5,33
2015,12,27,45,28,2.4,35
2015,12,28,46,29,0.8,34
2015,12,29,50,33,1.7,47
2015,12,30,49,27,0.9,42
2015,12,31,48,35,4.3,45
2016,1,1,48,30,3,42
2016,1,2,53,34,2,57
2016,1,3,56,39,2.7,53
2016,1,4,54,44,1.5,65
2016,1,5,51,46,2.6,94
2016,1,6,55,44,3.8,86
2016,1,7,53,41,2.1,85
2016,1,8,55,38,2.2,63
2016,1,9,51,36,0.9,56
2016,1,10,53,38,1,74
2016,1,11,51,34,2.2,50
2016,1,12,53,31,2.1,38
2016,1,13,50,30,1.3,44
2016,1,14,54,31,1.3,54
2016,1,15,59,34,2.9,58
2016,1,16,52,37,0.6,56
2016,1,17,55,33,1.1,62
2016,1,18,61,41,2.6,63
2016,1,19,51,39,1.2,81
2016,1,20,62,41,1.1,70
2016,1,21,58,37,2.2,42
2016,1,22,58,38,1.2,41
2016,1,23,56,41,1.3,57
2016,1,24,61,46,2.1,60
2016,1,25,58,42,2.6,49
2016,1,26,57,41,2.8,40
2016,1,27,59,35,1.8,40
2016,1,28,62,38,1.2,36
2016,1,29,62,43,1.2,41
2016,1,30,72,42,4.3,68
2016,1,31,60,41,5.4,82
2016,2,1,47,37,5.1,53
2016,2,2,44,33,1.6,45
2016,2,3,49,30,1.6,37
2016,2,4,52,30,1.8,42
2016,2,5,60,38,2.7,50
2016,2,6,62,37,2.3,49
2016,2,7,72,44,3.7,43
2016,2,8,73,50,4.3,46
2016,2,9,72,46,2.9,41
2016,2,10,72,45,1.7,37
2016,2,11,72,45,1.7,32
2016,2,12,73,44,1.5,30
2016,2,13,73,44,1.8,33
2016,2,14,73,51,3,42
2016,2,15,77,58,2.9,51
2016,2,16,75,51,1.9,39
2016,2,17,78,47,3,37
2016,2,18,68,50,4.1,56
2016,2,19,73,44,1.7,38
2016,2,20,73,48,1.6,37
2016,2,21,75,49,1.8,35
2016,2,22,72,52,3.7,35
2016,2,23,64,46,3.2,35
2016,2,24,66,42,1.8,35
2016,2,25,74,46,1.9,31
2016,2,26,76,48,1.6,32
2016,2,27,79,53,0.9,29
2016,2,28,77,55,1.6,32
2016,3,1,79,54,1.6,32
2016,3,2,80,54,1.5,32
2016,3,3,79,54,1.8,25
2016,3,4,79,53,1.4,28
2016,3,5,77,62,4.3,57
2016,3,6,69,43,4.8,61
2016,3,7,59,42,2.6,56
2016,3,8,69,47,2.3,42
2016,3,9,73,54,1.8,34
2016,3,10,79,51,1.6,32
2016,3,11,79,51,5,40
2016,3,12,67,47,2.6,51
2016,3,13,69,50,4.1,55
2016,3,14,71,50,2.2,55
2016,3,15,72,53,1.7,27
2016,3,16,75,53,2.1,29
2016,3,17,81,51,1.4,26
2016,3,18,80,58,1.5,23
2016,3,19,82,55,1.5,24
2016,3,20,86,54,2.4,24
2016,3,21,81,64,6.1,35
2016,3,22,68,54,5.8,38
2016,3,23,69,49,3,28
2016,3,24,76,48,1.5,25
2016,3,25,81,59,2.1,25
2016,3,26,69,53,3.5,24
2016,3,27,71,47,1.6,27
2016,3,28,73,49,7.2,46
2016,3,29,61,46,3.7,37
2016,3,30,63,48,1.2,34
2016,3,31,73,49,2.2,34
2016,4,1,76,54,2.4,33
2016,4,2,79,52,1.3,25
2016,4,3,84,55,1.5,20
2016,4,4,85,57,1.5,23
2016,4,5,89,62,2.8,22
2016,4,6,87,60,3.8,20
2016,4,7,85,65,2.5,23
2016,4,8,74,58,2.4,72
2016,4,9,66,51,2.2,83
2016,4,10,61,52,1.2,81
2016,4,11,68,53,1.1,73
2016,4,12,77,53,1.3,56
2016,4,13,82,56,3.2,52
2016,4,14,80,63,3.7,36
2016,4,15,70,59,6,29
2016,4,16,79,56,4.6,32
2016,4,17,78,59,2.9,27
2016,4,18,80,55,1.7,27
2016,4,19,85,56,1.3,29
2016,4,20,91,58,2.5,27
2016,4,21,90,61,2.6,24
2016,4,22,92,64,6,28
2016,4,23,78,59,3.4,34
2016,4,24,79,57,3.5,29
2016,4,25,64,52,4.6,57
2016,4,26,75,53,2.4,39
2016,4,27,73,57,2.8,51
2016,4,28,67,51,1.9,63
2016,4,29,75,52,1.8,50
2016,4,30,66,48,2.9,71
2016,5,1,75,53,1.6,44
2016,5,2,79,54,1.8,42
2016,5,3,84,60,2.2,37
2016,5,4,91,63,2.5,31
2016,5,5,86,65,4.1,32
2016,5,6,68,57,2.5,51
2016,5,7,71,54,1.8,67
2016,5,8,76,55,2.1,59
2016,5,9,86,59,3.3,46
2016,5,10,87,65,1,44
2016,5,11,85,69,2.9,25
2016,5,12,91,63,1.4,22
2016,5,13,97,66,2.2,22
2016,5,14,97,72,4.4,28
2016,5,15,91,72,3.4,29
2016,5,16,87,71,2.6,28
2016,5,17,75,60,3.5,50
2016,5,18,87,65,2.2,37
2016,5,19,94,65,4.9,29
2016,5,20,83,66,6.8,27
2016,5,21,78,58,4.6,28
2016,5,22,79,58,1.6,30
2016,5,23,84,60,3.4,29
2016,5,24,79,62,4.6,39
2016,5,25,80,59,1.7,34
2016,5,26,83,57,1.4,32
2016,5,27,88,65,1.3,28
2016,5,28,90,66,2.2,25
2016,5,29,91,67,2.3,22
2016,5,30,95,67,1.3,21
2016,5,31,99,73,2.2,19
2016,6,1,102,73,2,15
2016,6,2,105,72,1.5,13
2016,6,3,106,77,1.6,14
2016,6,4,107,80,1.5,12
2016,6,5,109,77,3.1,11
2016,6,6,104,77,2.3,12
2016,6,7,106,77,2.3,14
2016,6,8,109,79,3.3,17
2016,6,9,105,83,5.5,18
2016,6,10,103,80,4.9,24
2016,6,11,95,71,3,34
2016,6,12,94,74,3.4,30
2016,6,13,95,73,2.2,23
2016,6,14,97,71,4.7,21
2016,6,15,95,75,6.3,21
2016,6,16,93,70,4.4,21
2016,6,17,98,73,3.4,19
2016,6,18,101,73,2.6,16
2016,6,19,109,78,1.3,14
2016,6,20,114,84,1.9,13
2016,6,21,114,85,4,13
2016,6,22,109,80,3.7,14
2016,6,23,108,80,2.9,10
2016,6,24,108,80,2.7,9
2016,6,25,106,82,2,13
2016,6,26,109,80,1.1,13
2016,6,27,110,83,2.1,19
2016,6,28,109,87,1.9,29
2016,6,29,109,83,2,30
2016,6,30,99,79,3,37
2016,7,1,96,70,1.2,68
2016,7,2,95,70,1.4,59
2016,7,3,104,79,2.2,34
2016,7,4,106,80,3.2,23
2016,7,5,104,78,4,18
2016,7,6,103,80,4.8,20
2016,7,7,103,79,3.4,18
2016,7,8,106,79,3.6,17
2016,7,9,102,82,4.5,19
2016,7,10,102,82,5.8,20
2016,7,11,100,81,2.3,14
2016,7,12,105,74,3.2,13
2016,7,13,105,74,2.1,13
2016,7,14,108,76,2,12
2016,7,15,111,77,3.8,11
2016,7,16,106,80,5.4,11
2016,7,17,106,85,4.8,14
2016,7,18,105,84,3.6,19
2016,7,19,107,82,3.3,17
2016,7,20,108,81,2.7,17
2016,7,21,109,82,1.9,20
2016,7,22,112,83,2.7,12
2016,7,23,112,83,2.6,14
2016,7,24,111,84,3.6,14
2016,7,25,110,84,3,16
2016,7,26,110,86,1.4,18
2016,7,27,113,86,1.8,20
2016,7,28,114,89,1.9,18
2016,7,29,111,92,2.3,27
2016,7,30,106,86,3.5,32
2016,7,31,103,78,2.5,35
2016,8,1,101,79,1.6,44
2016,8,2,103,83,2.2,47
2016,8,3,104,78,3.3,45
2016,8,4,84,72,1.2,70
2016,8,5,101,74,2,50
2016,8,6,104,82,3.2,29
2016,8,7,106,81,3.4,22
2016,8,8,106,79,3.4,14
2016,8,9,104,80,4,15
2016,8,10,102,79,3.7,22
2016,8,11,102,74,2.3,22
2016,8,12,103,77,1.1,23
2016,8,13,107,82,1.3,15
2016,8,14,109,81,2,14
2016,8,15,108,83,3.7,12
2016,8,16,107,78,2.8,9
2016,8,17,107,77,2.6,14
2016,8,18,102,82,1.4,25
2016,8,19,100,79,1.6,29
2016,8,20,105,78,2.9,18
2016,8,21,100,80,3.9,31
2016,8,22,98,68,2.7,43
2016,8,23,91,69,1.3,53
2016,8,24,101,74,1.3,35
2016,8,25,102,75,3.5,23
2016,8,26,96,77,2.9,31
2016,8,27,88,70,2,62
2016,8,28,95,73,1.3,42
2016,8,29,103,74,1.4,27
2016,8,30,104,77,1.4,23
2016,8,31,105,77,2.7,25
2016,9,1,103,80,3.3,28
2016,9,2,103,78,3.5,27
2016,9,3,99,73,4.1,17
2016,9,4,93,74,5,23
2016,9,5,92,68,1.5,19
2016,9,6,95,68,1.7,18
2016,9,7,96,67,2,28
2016,9,8,99,73,1.5,26
2016,9,9,100,73,1.6,23
2016,9,10,101,73,2.1,18
2016,9,11,101,74,3.5,19
2016,9,12,96,75,5.1,24
2016,9,13,89,68,5.2,43
2016,9,14,84,63,0.8,23
2016,9,15,89,66,1.6,17
2016,9,16,91,65,1.9,16
2016,9,17,94,66,1.8,15
2016,9,18,98,67,1.2,11
2016,9,19,98,68,2,15
2016,9,20,86,71,2.6,60
2016,9,21,82,67,1.2,73
2016,9,22,86,67,6.1,41
2016,9,23,80,60,2.1,24
2016,9,24,88,63,2.5,25
2016,9,25,89,65,3.9,26
2016,9,26,90,65,2.7,25
2016,9,27,90,66,1.6,30
2016,9,28,89,69,1.3,39
2016,9,29,89,67,1.3,42
2016,9,30,91,71,1.5,42
2016,10,1,91,69,3,30
2016,10,2,89,68,5.2,23
2016,10,3,76,61,2.9,25
2016,10,4,79,57,1.4,19
2016,10,5,81,56,1.2,21
2016,10,6,79,60,2.4,18
2016,10,7,83,55,2.8,18
2016,10,8,86,60,1.8,24
2016,10,9,89,62,1.5,34
2016,10,10,90,64,2.6,28
2016,10,11,90,65,2.6,22
2016,10,12,87,61,1,22
2016,10,13,88,62,1.5,20
2016,10,14,92,67,4,15
2016,10,15,89,74,5.6,37
2016,10,16,83,69,6.7,50
2016,10,17,80,58,3,48
2016,10,18,81,57,1.1,32
2016,10,19,79,61,4.1,23
2016,10,20,79,56,3.3,19
2016,10,21,83,53,1.7,22
2016,10,22,89,56,1.8,21
2016,10,23,83,61,2.4,32
2016,10,24,69,59,1.4,79
2016,10,25,75,58,0.9,70
2016,10,26,80,56,1.3,61
2016,10,27,79,59,1.3,53
2016,10,28,79,59,2.4,55
2016,10,29,83,57,2,61
2016,10,30,85,62,4.2,59
2016,10,31,72,57,1.4,57
2016,11,1,70,52,2.1,52
2016,11,2,75,57,3.3,43
2016,11,3,81,61,3.5,41
2016,11,4,82,59,2.7,47
2016,11,5,79,58,1.6,51
2016,11,6,79,54,1.3,39
2016,11,7,80,55,1.5,42
2016,11,8,82,55,2.2,38
2016,11,9,80,55,1.7,36
2016,11,10,79,54,1.4,33
2016,11,11,77,52,1,29
2016,11,12,76,51,1,33
2016,11,13,76,53,1.3,34
2016,11,14,78,52,1.2,31
2016,11,15,74,49,1.7,30
2016,11,16,79,55,6.5,30
2016,11,17,59,47,3,28
2016,11,18,60,38,2.4,27
2016,11,19,66,40,1.6,25
2016,11,20,67,49,1.6,34
2016,11,21,63,48,2.2,70
2016,11,22,65,47,1.5,51
2016,11,23,65,41,2.1,41
2016,11,24,61,42,3,34
2016,11,25,63,37,1.9,28
2016,11,26,63,37,4,43
2016,11,27,55,40,4.4,72
2016,11,28,58,44,1.4,47
2016,11,29,57,40,2.3,41
2016,11,30,53,34,1.3,36
2016,12,1,56,36,1.7,39
2016,12,2,55,44,5.6,40
2016,12,3,60,41,3.6,36
2016,12,4,60,35,1.4,35
2016,12,5,59,36,1,36
2016,12,6,60,40,2.6,43
2016,12,7,54,37,2.3,32
2016,12,8,53,33,1.1,38
2016,12,9,54,37,0.8,56
2016,12,10,58,37,1.1,77
2016,12,11,64,42,1,72
2016,12,12,62,43,1,60
2016,12,13,62,43,1.1,62
2016,12,14,59,42,1.3,76
2016,12,15,67,47,3,59
2016,12,16,68,48,7.9,69
2016,12,17,50,32,3.2,31
2016,12,18,50,27,3.4,32
2016,12,19,52,33,3.1,32
2016,12,20,56,28,2.2,33
2016,12,21,57,44,1.8,36
2016,12,22,50,43,3.1,88
2016,12,23,54,44,2.3,94
2016,12,24,51,38,3.3,87
2016,12,25,47,33,1.2,55
2016,12,26,47,31,2,50
2016,12,27,52,32,1.8,45
2016,12,28,54,32,1.8,55
2016,12,29,61,35,3,57
2016,12,30,51,38,1.2,60
2016,12,31,50,43,2.1,66
2017,1,1,57,39,3,80
2017,1,2,57,46,4.9,89
2017,1,3,55,44,2,87
2017,1,4,57,39,3.3,88
2017,1,5,66,43,6.2,81
2017,1,6,47,33,3,36
2017,1,7,46,34,1.2,60
2017,1,8,55,42,1.2,75
2017,1,9,66,44,5,81
2017,1,10,64,42,4.7,78
2017,1,11,66,53,5.5,73
2017,1,12,57,47,2.2,85
2017,1,13,56,47,2.3,86
2017,1,14,59,49,3.9,71
2017,1,15,57,44,1.9,63
2017,1,16,57,40,2.8,51
2017,1,17,,,2.1,44
2017,1,18,54,33,1.8,49
2017,1,19,56,43,3.6,85
2017,1,20,49,42,4.7,93
2017,1,21,56,41,3.1,69
2017,1,22,48,43,3.8,88
2017,1,23,52,41,4.5,88
2017,1,24,49,37,1.6,64
2017,1,25,50,35,1.5,52
2017,1,26,49,33,1.8,53
2017,1,27,51,37,4.3,53
2017,1,28,56,34,3.4,52
2017,1,29,61,36,3.3,51
2017,1,30,64,38,2.1,50
2017,1,31,63,38,1.2,47
2017,2,1,63,39,1.3,51
2017,2,2,66,45,1.7,49
2017,2,3,71,47,3.1,66
2017,2,4,65,46,1.9,73
2017,2,5,63,43,1.2,70
2017,2,6,64,52,4.3,83
2017,2,7,72,49,4.9,82
2017,2,8,68,50,1.2,79
2017,2,9,73,50,1.5,71
2017,2,10,75,57,2.9,60
2017,2,11,64,52,2.3,69
2017,2,12,65,51,5.2,61
2017,2,13,70,50,3.4,52
2017,2,14,70,50,2.8,43
2017,2,15,70,44,1.8,43
2017,2,16,70,45,2.4,44
2017,2,17,63,51,4.9,66
2017,2,18,58,50,3,93
2017,2,19,61,47,3,79
2017,2,20,65,51,4,84
2017,2,21,69,52,3.9,79
2017,2,22,65,47,5,65
2017,2,23,55,41,2.6,48
2017,2,24,53,37,1.3,43
2017,2,25,51,34,0.9,44
2017,2,26,59,36,1.8,57
2017,2,27,57,47,3.7,87
2017,2,28,61,45,2.1,56
2017,3,1,61,41,2.5,42
2017,3,2,69,42,2.9,40
2017,3,3,70,42,1.8,36
2017,3,4,76,50,3.5,42
2017,3,5,68,47,6.3,59
2017,3,6,56,40,1.4,41
2017,3,7,66,38,1.4,37
2017,3,8,75,49,1.8,41
2017,3,9,81,50,1.4,41
2017,3,10,78,52,1,40
2017,3,11,81,58,2,40
2017,3,12,86,58,1.8,38
2017,3,13,83,54,1.8,37
2017,3,14,87,57,1,30
2017,3,15,87,57,2,36
2017,3,16,84,58,1.2,38
2017,3,17,86,59,1.4,39
2017,3,18,89,59,2.6,38
2017,3,19,90,59,2.5,38
2017,3,20,88,64,2.9,37
2017,3,21,83,68,4.2,51
2017,3,22,72,58,4.5,62
2017,3,23,72,53,3.1,55
2017,3,24,75,45,2,43
2017,3,25,71,57,3.1,56
2017,3,26,73,48,1.3,50
2017,3,27,74,47,3.6,48
2017,3,28,73,49,4.4,36
2017,3,29,77,54,2.4,37
2017,3,30,81,45,7.2,40
2017,3,31,67,44,4.4,52
2017,4,1,76,55,3.3,46
2017,4,2,82,52,1.5,37
2017,4,3,74,51,2.6,51
2017,4,4,70,48,2.2,37
2017,4,5,75,51,1.5,30
2017,4,6,83,53,2.4,36
2017,4,7,82,67,4.7,26
2017,4,8,75,56,5.9,38
2017,4,9,68,49,2.4,28
2017,4,10,75,50,1.5,23
2017,4,11,79,53,1.9,28
